Predicted_Tuition,Lower_Quantile_Tuition,Upper_Quantile_Tuition
18029.670363724934,7459.398624023268,28599.942103426598
20205.890267703166,9635.6185280015,30776.162007404833
41249.71175764113,30679.440017939465,51819.9834973428
16195.879067715427,5625.607328013761,26766.150807417092
19096.154166412423,8525.882426710757,29666.42590611409
19403.51664412194,8833.244904420275,29973.78838382361
19017.3206475119,8447.048907810235,29587.592387213568
25498.14212710849,14927.870387406825,36068.41386681016
36331.35470287777,25761.0829631761,46901.626442579436
22289.676140704796,11719.40440100313,32859.947880406464
23531.35611127151,12961.084371569845,34101.62785097318
15081.137780092988,4510.866040391322,25651.40951979465
41548.299353516064,30978.027613814396,52118.57109321773
24170.145677590095,13599.87393788843,34740.41741729176
13951.859914820403,3381.588175118737,24522.13165452207
34097.36607166553,23527.09433196386,44667.637811367196
23027.283801276404,12457.012061574738,33597.55554097807
61949.563512882945,51379.29177318128,72519.83525258461
26631.267230021076,16060.99549031941,37201.538969722744
28712.001421919293,18141.72968221763,39282.27316162096
24530.25337945824,13959.981639756576,35100.52511915991
15920.13705877487,5349.865319073204,26490.408798476536
24920.76935600012,14350.497616298455,35491.04109570179
22736.663932576033,12166.392192874368,33306.9356722777
31308.86595294134,20738.594213239674,41879.13769264301
36096.563834865876,25526.292095164208,46666.83557456754
37520.48962822272,26950.217888521052,48090.76136792439
30354.362256522,19784.09051682033,40924.63399622367
40170.80756885118,29600.535829149514,50741.07930855285
21555.951272668382,10985.679532966717,32126.22301237005
25299.659759986218,14729.388020284552,35869.93149968788
24617.961267191273,14047.689527489607,35188.23300689294
27583.446314843048,17013.174575141384,38153.71805454471
30796.46625717727,20226.194517475604,41366.73799687894
35924.07886604914,25353.80712634747,46494.350605750806
33006.7555717269,22436.48383202523,43577.02731142857
24804.56566937773,14234.293929676065,35374.837409079395
23823.284710783475,13253.01297108181,34393.55645048514
29719.290857443633,19149.01911774197,40289.5625971453
31653.909280878182,21083.63754117652,42224.18102057985
34116.61826454889,23546.34652484722,44686.890004250556
28075.799962555157,17505.528222853492,38646.07170225682
21744.036433613324,11173.764693911658,32314.30817331499
26439.59428608305,15869.322546381385,37009.866025784715
27806.238048698975,17235.96630899731,38376.50978840064
22969.99492343607,12399.723183734402,33540.266663137736
42743.70070305555,32173.42896335388,53313.972442757215
40076.42396413601,29506.152224434343,50646.69570383768
38600.70546241617,28030.4337227145,49170.977202117836
26027.453494723675,15457.18175502201,36597.72523442534
31446.421970309577,20876.150230607913,42016.69371001124
33319.406812536006,22749.13507283434,43889.678552237674
30622.671250936826,20052.399511235162,41192.94299063849
23963.55694737268,13393.285207671013,34533.82868707435
20065.630433719867,9495.358694018201,30635.902173421535
17048.117796378123,6477.846056676457,27618.38953607979
27804.566870650964,17234.2951309493,38374.83861035263
20187.860274655603,9617.588534953937,30758.132014357267
15444.916379329385,4874.644639627719,26015.188119031052
26643.604237051448,16073.332497349782,37213.875976753116
16134.615237962224,5564.343498260558,26704.88697766389
33305.65885956497,22735.3871198633,43875.930599266634
27682.344582508333,17112.072842806665,38252.61632221
19094.189853453383,8523.918113751717,29664.46159315505
16002.647994966324,5432.3762552646585,26572.91973466799
32778.65298991535,22208.38125021368,43348.924729617014
27039.291157813135,16469.01941811147,37609.5628975148
34045.13875194367,23474.867012242,44615.410491645336
20411.738596667878,9841.466856966212,30982.010336369545
36089.86484955508,25519.593109853413,46660.13658925675
38267.48012042754,27697.208380725875,48837.75186012921
30289.73894259664,19719.46720289497,40860.01068229831
20739.20087929551,10168.929139593844,31309.472618997177
54697.95168991749,44127.679950215825,65268.22342961916
18736.556927146696,8166.28518744503,29306.828666848363
31022.228526285537,20451.95678658387,41592.500265987204
30323.653525481754,19753.38178578009,40893.92526518342
25960.187805613303,15389.916065911637,36530.45954531497
27124.32620471049,16554.054465008827,37694.597944412155
21600.48437081471,11030.212631113043,32170.756110516377
34459.03554410562,23888.763804403956,45029.30728380729
20751.672728369675,10181.400988668009,31321.944468071342
26337.21605721277,15766.944317511103,36907.487796914436
25434.546482758135,14864.274743056469,36004.8182224598
26586.318097501597,16016.04635779993,37156.58983720326
27581.946138476458,17011.67439877479,38152.217878178126
29444.775894236973,18874.50415453531,40015.04763393864
28827.35244074069,18257.080701039027,39397.624180442355
19085.138927823617,8514.86718812195,29655.410667525284
19294.615517197413,8724.343777495747,29864.887256899077
22777.873977896674,12207.602238195008,33348.14571759834
27618.700874388607,17048.429134686943,38188.97261409027
26488.297082317324,15918.025342615658,37058.56882201899
8361.105602168402,-2209.166137533264,18931.377341870066
3814.897758252253,-6755.373981449413,14385.169497953919
22163.178488214424,11592.906748512758,32733.450227916088
41930.63553627632,31360.363796574653,52500.90727597799
17508.75699317119,6938.485253469526,28079.02873287286
15108.8092348079,4538.537495106235,25679.08097450957
30824.03849379605,20253.766754094388,41394.310233497716
16050.38644683699,5480.114707135324,26620.658186538654
27744.231808400462,17173.960068698798,38314.503548102126
18597.14325719879,8026.871517497124,29167.414996900457
23562.41542342307,12992.143683721404,34132.687163124734
19945.03800505369,9374.766265352026,30515.30974475536
36589.59417160192,26019.322431900255,47159.86591130359
37047.58819289046,26477.31645318879,47617.859932592124
15015.567379876788,4445.295640175122,25585.839119578453
14189.095913984307,3618.8241742826413,24759.36765368597
24075.01388208814,13504.742142386474,34645.28562178981
34967.381946323876,24397.11020662221,45537.653686025544
23316.712222717986,12746.44048301632,33886.983962419654
20901.485809486647,10331.21406978498,31471.75754918831
20394.56547630447,9824.293736602804,30964.837216006134
23521.24976757657,12950.978027874904,34091.52150727824
36399.04813964455,25828.77639994288,46969.319879346214
19678.44660788584,9108.174868184173,30248.718347587506
51566.60641522458,40996.334675522914,62136.87815492625
15031.14800891474,4460.876269213075,25601.419748616405
24174.64024105678,13604.368501355113,34744.91198075844
18675.258468460765,8104.986728759099,29245.530208162432
22206.18298909277,11635.911249391103,32776.45472879444
34991.862415496114,24421.590675794447,45562.13415519778
63584.9427918845,53014.671052182835,74155.21453158617
34092.672919744764,23522.401180043096,44662.94465944643
38890.110956761244,28319.839217059576,49460.38269646291
41636.293667010046,31066.02192730838,52206.565406711714
15756.899006332704,5186.627266631038,26327.170746034368
34919.33456676642,24349.06282706475,45489.606306468086
30299.630215384324,19729.35847568266,40869.90195508599
37703.746707090926,27133.47496738926,48274.018446792594
25216.645268674532,14646.373528972867,35786.9170083762
48519.09597903614,37948.82423933447,59089.367718737805
29645.738089618317,19075.46634991665,40216.009829319984
50358.30217196632,39788.030432264655,60928.57391166799
55259.37638088306,44689.104641181395,65829.64812058472
31754.4147574936,21184.143017791932,42324.68649719527
29414.621888063655,18844.35014836199,39984.89362776532
25419.307355250767,14849.0356155491,35989.57909495243
48447.07737556724,37876.805635865574,59017.34911526891
40942.77943929488,30372.50769959321,51513.051178996546
28899.997010466406,18329.725270764742,39470.26875016807
40054.86204864401,29484.590308942345,50625.13378834568
74202.4304110901,63632.15867138843,84772.70215079177
53903.3018210945,43333.03008139283,64473.57356079617
34465.93726192329,23895.66552222162,45036.20900162496
35869.950858332304,25299.679118630636,46440.22259803397
34945.363539953396,24375.09180025173,45515.635279655064
38181.83014191805,27611.558402216382,48752.10188161972
42182.96713379358,31612.695394091912,52753.23887349525
66026.86539282129,55456.59365311962,76597.13713252296
35591.851116245874,25021.579376544207,46162.12285594754
26045.41271040499,15475.140970703325,36615.68445010666
29623.351810291315,19053.080070589647,40193.62354999298
30683.521967964283,20113.250228262616,41253.79370766595
39549.137503301914,28978.865763600246,50119.40924300358
37156.636392144785,26586.364652443117,47726.90813184645
50435.39588779028,39865.12414808861,61005.667627491945
56650.464203438336,46080.19246373667,67220.73594314
37680.18504041599,27109.913300714325,48250.45678011766
29952.318507347718,19382.046767646054,40522.59024704938
30286.993169006357,19716.721429304693,40857.26490870802
34478.81184611695,23908.540106415283,45049.08358581862
36859.87246882824,26289.60072912657,47430.144208529906
21597.696740690437,11027.425000988771,32167.968480392105
19132.368154070213,8562.096414368547,29702.639893771877
37218.53648220376,26648.26474250209,47788.80822190543
23227.255575773343,12656.983836071677,33797.52731547501
37487.12631559263,26916.85457589096,48057.398055294296
44151.54726166369,33581.27552196202,54721.81900136536
23766.241309100413,13195.969569398747,34336.51304880208
28074.238733083563,17503.966993381895,38644.51047278523
22360.32144739558,11790.049707693915,32930.59318709725
21123.842434003214,10553.570694301548,31694.114173704882
23412.455735543932,12842.183995842266,33982.7274752456
23892.608900035957,13322.337160334291,34462.880639737625
19859.45185039312,9289.180110691455,30429.723590094785
23710.730868458788,13140.459128757122,34281.00260816045
32285.417333390662,21715.145593688998,42855.689073092326
61361.964426574734,50791.692686873066,71932.2361662764
37886.26251835498,27315.990778653315,48456.53425805665
52462.49769311122,41892.22595340955,63032.769432812885
36688.702139108274,26118.430399406607,47258.97387880994
31013.52690793181,20443.255168230142,41583.79864763348
31789.369640446992,21219.097900745328,42359.641380148656
22253.622167224778,11683.350427523112,32823.893906926445
30135.708685682042,19565.43694598038,40705.98042538371
39644.40261673248,29074.13087703081,50214.674356434145
22941.958349987806,12371.68661028614,33512.230089689474
26206.525010484896,15636.25327078323,36776.796750186564
37048.83598128642,26478.564241584754,47619.10772098809
22936.278396739806,12366.00665703814,33506.550136441474
30454.404289514292,19884.132549812624,41024.67602921596
17805.054051699615,7234.782311997949,28375.32579140128
23218.065427866728,12647.793688165062,33788.337167568396
15527.525399978136,4957.25366027647,26097.797139679802
27598.997083993938,17028.725344292274,38169.2688236956
25098.364569689125,14528.09282998746,35668.63630939079
26104.552590071944,15534.280850370278,36674.82432977361
7093.377563628459,-3476.894176073207,17663.649303330123
29417.500563097426,18847.22882339576,39987.772302799094
26660.451931620013,16090.180191918347,37230.72367132168
19868.140019533,9297.868279831333,30438.411759234667
9359.18811594438,-1211.0836237572857,19929.459855646048
21591.951036603303,11021.679296901637,32162.222776304967
34278.552040242124,23708.280300540457,44848.82377994379
23651.126074501706,13080.85433480004,34221.397814203374
31993.37003614964,21423.098296447977,42563.641775851305
25152.893686637603,14582.621946935937,35723.16542633927
39200.41705549402,28630.145315792353,49770.68879519569
40136.02416237074,29565.752422669073,50706.29590207241
29285.86842829154,18715.596688589874,39856.1401679932
57293.07828989204,46722.80655019037,67863.3500295937
29011.977057605345,18441.70531790368,39582.24879730701
37805.51049865483,27235.238758953165,48375.7822383565
16492.54748070852,5922.275741006853,27062.819220410187
31615.916259974445,21045.644520272777,42186.18799967611
41802.91584260747,31232.644102905804,52373.18758230914
31172.743364389615,20602.471624687947,41743.01510409128
20021.19615790403,9450.924418202363,30591.467897605697
29988.137132220876,19417.865392519212,40558.40887192254
18257.403874212618,7687.132134510952,28827.67561391428
30169.241043590435,19598.96930388877,40739.5127832921
29474.627634868968,18904.355895167304,40044.89937457063
29843.48882155509,19273.21708185342,40413.76056125676
22708.179640808205,12137.907901106539,33278.45138050987
29575.678788707388,19005.40704900572,40145.950528409056
24739.5546183638,14169.282878662134,35309.82635806547
56237.96509540206,45667.693355700394,66808.23683510373
26174.194781655635,15603.923041953969,36744.4665213573
27511.39485539962,16941.123115697956,38081.666595101284
29397.642426599014,18827.370686897346,39967.91416630068
27841.4087900516,17271.137050349935,38411.68052975326
23831.398024955797,13261.126285254131,34401.66976465746
36484.2801304185,25914.00839071683,47054.551870120165
25275.8714083141,14705.599668612433,35846.14314801576
36479.82168918085,25909.54994947918,47050.093428882516
27615.355179062248,17045.083439360584,38185.62691876391
41519.90942912036,30949.63768941869,52090.181168822026
22156.011018530247,11585.739278828582,32726.282758231915
57011.733592334225,46441.46185263256,67582.00533203589
21159.89011305304,10589.618373351374,31730.161852754703
23956.996633939605,13386.72489423794,34527.26837364127
37790.66174022023,27220.390000518564,48360.9334799219
44513.50336369832,33943.23162399665,55083.77510339999
30129.940185774023,19559.668446072355,40700.21192547569
31079.29660433608,20509.02486463441,41649.56834403775
42450.73453942647,31880.462799724803,53021.00627912814
54988.36951968595,44418.09777998428,65558.64125938762
24299.681644333654,13729.409904631988,34869.95338403532
57848.84231111266,47278.57057141099,68419.11405081433
21547.17840765396,10976.906667952293,32117.450147355623
19692.973058034066,9122.7013183324,30263.24479773573
19203.358144974132,8633.086405272466,29773.6298846758
51758.12244450548,41187.850704803815,62328.39418420715
53633.49309466166,43063.22135495999,64203.76483436333
35013.80808350873,24443.536343807064,45584.0798232104
46069.810114194304,35499.53837449264,56640.08185389597
26001.70023297058,15431.428493268913,36571.97197267225
34291.118917921536,23720.84717821987,44861.390657623204
35012.84005600589,24442.56831630422,45583.111795707555
38857.743229336935,28287.471489635267,49428.0149690386
22728.89476688922,12158.623027187556,33299.16650659089
28853.991442321414,18283.719702619746,39424.26318202308
42516.19347472587,31945.921735024203,53086.46521442754
51784.439480959656,41214.16774125799,62354.711220661324
33269.7642282524,22699.492488550735,43840.03596795407
36189.27449178249,25619.00275208082,46759.54623148416
41251.19325865786,30680.921518956195,51821.46499835953
53263.77287784771,42693.50113814604,63834.04461754938
31043.74027606951,20473.468536367844,41614.01201577118
37887.6253330747,27317.35359337303,48457.897072776366
54744.99211799711,44174.720378295446,65315.26385769878
23852.673867719684,13282.402128018019,34422.94560742135
45293.75946937324,34723.48772967157,55864.03120907491
29756.443363975086,19186.17162427342,40326.715103676754
46335.141823751175,35764.87008404951,56905.41356345284
20188.10596125297,9617.834221551306,30758.37770095464
18048.102253601803,7477.830513900137,28618.373993303467
21215.50492877597,10645.233189074303,31785.776668477636
17697.386756379008,7127.115016677342,28267.658496080672
37514.297267112925,26944.025527411257,48084.56900681459
25001.20241477643,14430.930675074766,35571.4741544781
26701.311228815895,16131.03948911423,37271.58296851756
26873.246634040803,16302.974894339137,37443.51837374247
32173.112678542115,21602.840938840447,42743.38441824378
30349.49169471332,19779.219955011657,40919.763434414985
29063.58717228624,18493.315432584575,39633.8589119879
31417.405359749984,20847.13362004832,41987.67709945165
18022.839765301662,7452.568025599996,28593.111505003326
35009.51125463197,24439.239514930305,45579.78299433364
42469.30928383116,31899.03754412949,53039.581023532824
50889.4760697725,40319.20433007083,61459.74780947417
52205.87831348071,41635.60657377904,62776.15005318238
31303.58276692965,20733.31102722798,41873.854506631316
34802.43579939152,24232.16405968985,45372.707539093186
23390.38675928092,12820.115019579252,33960.658498982586
14901.563778265436,4331.29203856377,25471.8355179671
47099.285880526775,36529.01414082511,57669.55762022844
62214.08084422436,51643.80910452269,72784.35258392603
21289.12611547836,10718.854375776695,31859.397855180025
35806.02244269345,25235.750702991783,46376.29418239512
16475.70754019582,5905.435800494155,27045.97927989749
23723.454463048096,13153.18272334643,34293.72620274976
30100.880744218608,19530.60900451694,40671.152483920276
38619.7947105457,28049.52297084403,49190.06645024737
14087.262219111828,3516.990479410162,24657.533958813496
27490.267290568874,16919.995550867206,38060.53903027054
13563.703809595849,2993.432069894183,24133.975549297516
35456.89440403203,24886.62266433036,46027.166143733695
24307.365963386153,13737.094223684488,34877.63770308782
23077.3887351376,12507.116995435934,33647.660474839264
26474.0056997362,15903.733960034535,37044.277439437865
40242.34361678944,29672.071877087772,50812.61535649111
19074.771818516187,8504.50007881452,29645.043558217854
20659.321799885187,10089.050060183521,31229.59353958685
35650.40516985799,25080.133430156326,46220.67690955966
16012.20236970164,5441.9306299999735,26582.474109403305
9243.711397328516,-1326.56034237315,19813.983137030184
23858.123355235577,13287.851615533911,34428.395094937245
24835.74032316525,14265.468583463584,35406.01206286692
24736.206792959314,14165.935053257648,35306.47853266098
18747.46946815108,8177.197728449415,29317.74120785275
21816.908942370028,11246.637202668362,32387.180682071696
21195.106488488098,10624.834748786432,31765.378228189766
30451.135185263585,19880.863445561918,41021.40692496525
22795.590662580325,12225.31892287866,33365.86240228199
22386.260337128173,11815.988597426507,32956.53207682984
28626.607571274657,18056.335831572993,39196.87931097632
28981.129833733827,18410.858094032163,39551.40157343549
22282.407842274602,11712.136102572937,32852.67958197627
22305.451096339923,11735.179356638257,32875.72283604159
18509.721505659363,7939.449765957697,29079.99324536103
26488.272517479392,15918.000777777726,37058.544257181056
24009.358688110697,13439.08694840903,34579.630427812364
22434.395476735834,11864.123737034168,33004.6672164375
35712.86985142435,25142.598111722684,46283.14159112602
60758.19373886994,50187.92199916827,71328.4654785716
6873.823116536038,-3696.4486231656283,17444.0948562377
26643.203967087484,16072.932227385818,37213.47570678915
21040.030953253125,10469.759213551459,31610.302692954792
23361.595732860365,12791.3239931587,33931.86747256203
38513.496525954804,27943.224786253137,49083.76826565647
23354.162210420604,12783.890470718938,33924.43395012227
45338.64322229546,34768.37148259379,55908.91496199713
27555.401371913817,16985.12963221215,38125.673111615484
23637.645541802336,13067.37380210067,34207.917281504
21530.685175567218,10960.413435865552,32100.956915268885
33580.36148056094,23010.089740859272,44150.63322026261
24337.74702275695,13767.475283055284,34908.01876245862
28572.486221749085,18002.21448204742,39142.75796145075
53525.52113778921,42955.249398087544,64095.79287749088
27709.58721539904,17139.315475697374,38279.8589551007
35480.96054964939,24910.688809947722,46051.23228935106
31206.507938282313,20636.23619858065,41776.77967798398
35280.31158872001,24710.039849018343,45850.58332842168
22672.473499190295,12102.20175948863,33242.74523889196
2953.3529292167805,-7616.918810484885,13523.624668918446
45796.96911677367,35226.697377072,56367.240856475335
24288.937066031234,13718.665326329568,34859.2088057329
38133.56529077266,27563.293551070994,48703.83703047433
10207.070322895208,-363.2014168064579,20777.342062596872
14987.596223516248,4417.324483814582,25557.867963217912
10597.680810827613,27.409071125946866,21167.952550529277
11983.209937986841,1412.9381982851755,22553.481677688505
15911.411597418577,5341.139857716911,26481.683337120245
27155.42767617396,16585.155936472293,37725.69941587563
22655.026731069767,12084.754991368101,33225.298470771435
28139.160437100607,17568.888697398943,38709.43217680227
24766.408582239055,14196.13684253739,35336.68032194072
11876.301071959962,1306.0293322582966,22446.57281166163
14636.934904602676,4066.6631649010105,25207.206644304344
33927.446342761184,23357.174603059517,44497.71808246285
47455.35088156644,36885.07914186477,58025.62262126811
24686.329195641163,14116.057455939497,35256.60093534283
22839.51968318144,12269.247943479773,33409.79142288311
25787.77072473491,15217.498985033244,36358.04246443658
25300.597378725688,14730.325639024022,35870.869118427356
28404.086737544014,17833.814997842346,38974.35847724568
23981.932669953163,13411.660930251497,34552.20440965483
40180.80882614104,29610.53708643937,50751.080565842705
33294.342898591996,22724.07115889033,43864.614638293664
33347.913180137024,22777.641440435356,43918.18491983869
46877.00469058618,36306.732950884514,57447.27643028785
28648.457207624007,18078.18546792234,39218.728947325675
20999.731420961576,10429.45968125991,31570.00316066324
61292.98186444692,50722.71012474525,71863.25360414859
31585.187233445402,21014.915493743734,42155.45897314707
28153.863334094858,17583.59159439319,38724.135073796526
32102.115425928387,21531.84368622672,42672.387165630054
37968.783116885665,27398.511377183997,48539.05485658733
28898.84452242811,18328.57278272644,39469.11626212978
31970.499962819715,21400.22822311805,42540.77170252138
35606.84599511367,25036.574255412,46177.117734815336
26436.836333957748,15866.564594256082,37007.108073659416
26166.456950995085,15596.18521129342,36736.72869069675
17265.978362567323,6695.706622865657,27836.25010226899
22161.088517821998,11590.816778120332,32731.360257523665
48235.54066579194,37665.26892609027,58805.812405493605
49266.87039154925,38696.598651847584,59837.14213125092
22814.99801702274,12244.726277321073,33385.2697567244
31404.424497485725,20834.15275778406,41974.69623718739
30789.974877741894,20219.703138040226,41360.24661744356
35996.135330455625,25425.863590753957,46566.40707015729
59739.40528069627,49169.133540994604,70309.67702039794
49455.137907526965,38884.8661678253,60025.40964722863
28552.019089057256,17981.747349355588,39122.29082875892
43078.22039002141,32507.94865031974,53648.492129723076
17059.12636483524,6488.854625133574,27629.398104536907
25262.457223995705,14692.18548429404,35832.72896369737
33507.643118187894,22937.371378486227,44077.91485788956
28024.344242772735,17454.072503071067,38594.6159824744
33273.366413927266,22703.0946742256,43843.638153628934
42161.40945169866,31591.13771199699,52731.68119140033
36461.96832121295,25891.696581511285,47032.24006091462
43392.996977862625,32822.72523816096,53963.26871756429
29109.828979069716,18539.55723936805,39680.100718771384
28619.89409128987,18049.6223515882,39190.16583099154
35015.158813630136,24444.88707392847,45585.430553331804
49793.714337228455,39223.44259752679,60363.98607693012
26840.75437269944,16270.482632997775,37411.02611240111
31593.372414489346,21023.10067478768,42163.64415419101
36856.465069773454,26286.193330071786,47426.73680947512
32542.949096061755,21972.677356360087,43113.22083576342
28457.894855083217,17887.623115381553,39028.16659478488
32444.75849431883,21874.486754617166,43015.030234020494
54889.05734370909,44318.785604007426,65459.32908341076
28653.14662688162,18082.874887179954,39223.41836658328
33918.66677257121,23348.395032869543,44488.93851227288
49107.17740681995,38536.905667118284,59677.44914652162
7657.221023839091,-2913.050715862575,18227.49276354076
29285.93924165798,18715.66750195631,39856.21098135965
19083.159245308696,8512.88750560703,29653.43098501036
20218.40533020639,9648.133590504725,30788.67706990806
22609.083470529615,12038.811730827949,33179.35521023128
30622.66687659646,20052.395136894796,41192.938616298125
20941.750040317605,10371.47830061594,31512.02178001927
22496.931304542813,11926.659564841148,33067.20304424448
27991.121531336048,17420.849791634384,38561.39327103771
29893.56715184523,19323.29541214356,40463.8388915469
32674.540373200274,22104.268633498607,43244.81211290194
13425.6424122693,2855.3706725676348,23995.914151970966
24042.68218276803,13472.410443066363,34612.95392246969
37984.67741499251,27414.405675290844,48554.94915469418
21982.099400506337,11411.82766080467,32552.371140208
24209.24586140806,13638.974121706395,34779.51760110973
26147.082441648126,15576.81070194646,36717.354181349794
26906.33083008038,16336.059090378714,37476.602569782044
27093.182778861443,16522.91103915978,37663.45451856311
28927.46154593958,18357.18980623791,39497.73328564125
24738.208273266668,14167.936533565002,35308.480012968335
16931.69573392844,6361.423994226776,27501.96747363011
15751.987067244027,5181.715327542361,26322.25880694569
20489.261066107,9918.989326405333,31059.532805808667
12873.565741410814,2303.294001709148,23443.83748111248
